Tipster,Bet Type,Odds,Result,Bankroll,2%,5%,7%,10%,15%,Multi%
Tipster A1,Each Way,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.0,1,1000,140.0,350.0,490.0,700.0,1050.0,350.0
Tipster A1,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,12.8,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.5,1,1000,110.0,275.0,385.0,550.0,825.0,275.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.0,1,1000,80.0,200.0,280.0,400.0,600.0,200.0
Tipster A1,Win,3.75,1,1000,75.0,187.5,262.5,375.0,562.5,187.5
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Each Way,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster A1,Each Way,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.0,1,1000,80.0,200.0,280.0,400.0,600.0,200.0
Tipster A1,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,143.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,12.0,1,1000,240.0,600.0,840.0,1200.0,1800.0,240.0
Tipster A1,Win,24.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.0,1,1000,80.0,200.0,280.0,400.0,600.0,200.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.33,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.33,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,2.88,1,1000,57.599999999999994,144.0,201.6,288.0,432.0,144.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,2.2,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,12.0,1,1000,240.0,600.0,840.0,1200.0,1800.0,240.0
Tipster A1,Win,4.33,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Each Way,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,67.0,1,1000,1340.0,3350.0,4690.0,6700.0,10050.0,1340.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,52.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.0,1,1000,80.0,200.0,280.0,400.0,600.0,200.0
Tipster A1,Win,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster A1,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.0,1,1000,120.0,300.0,420.0,600.0,900.0,300.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.5,1,1000,110.0,275.0,385.0,550.0,825.0,275.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,2.88,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,49.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,101.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.33,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,45.0,1,1000,900.0,2250.0,3150.0,4500.0,6750.0,900.0
Tipster A1,Win,4.33,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.0,1,1000,100.0,250.0,350.0,500.0,750.0,250.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,3.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,3.5,1,1000,70.0,175.0,245.0,350.0,525.0,175.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,3.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.0,1,1000,140.0,350.0,490.0,700.0,1050.0,350.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,9.0,1,1000,180.0,450.0,630.0,900.0,1350.0,450.0
Tipster A1,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,10.0,1,1000,200.0,500.0,700.0,1000.0,1500.0,200.0
Tipster A1,Win,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.0,1,1000,100.0,250.0,350.0,500.0,750.0,250.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,3.75,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,29.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,1,1000,160.0,400.0,560.0,800.0,1200.0,400.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,3.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,52.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,43.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.5,1,1000,110.0,275.0,385.0,550.0,825.0,275.0
Tipster A1,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,40.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,41.0,1,1000,820.0,2050.0,2870.0,4100.0,6150.0,820.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.0,1,1000,140.0,350.0,490.0,700.0,1050.0,350.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Each Way,67.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,3.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,3.75,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,2.75,1,1000,55.0,137.5,192.5,275.0,412.5,137.5
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.5,1,1000,110.0,275.0,385.0,550.0,825.0,275.0
Tipster A1,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.5,1,1000,110.0,275.0,385.0,550.0,825.0,275.0
Tipster A1,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,101.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,81.0,1,1000,1620.0,4050.0,5670.0,8100.0,12150.0,1620.0
Tipster A1,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,3.75,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Each Way,51.0,1,1000,1020.0,2550.0,3570.0,5100.0,7650.0,1020.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,29.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,29.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Each Way,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster A1,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster A1,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
